0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.0,12.863636363636363,16.363636363636363,16.363636363636363,15.863636363636362,15.863636363636362,7.488636363636363,11.113636363636363,17.61363636363636,13.363636363636363,10.696969696969695,8.409090909090908,8.409090909090908,7.999999999999999,8.613636363636363,8.613636363636363,12.363636363636363,7.654545454545455,7.054545454545456,7.054545454545456,7.054545454545456,7.454545454545455,8.295454545454545,8.5,16.333333333333332,6.890909090909092,6.890909090909092,6.890909090909092,6.890909090909092,15.374999999999998,8.868686868686869,7.916666666666668,8.81060606060606,16.363636363636363,15.863636363636362,9.219696969696969,6.90909090909091,16.333333333333332,15.624999999999998,17.624999999999996,8.454545454545455,6.818181818181818,8.87121212121212,9.219696969696969,8.409090909090908
12.863636363636363,0.0,3.5,3.5,3.0,3.0,5.624999999999999,4.416666666666667,4.750000000000001,6.5,5.166666666666666,5.166666666666666,5.166666666666666,4.999999999999999,5.249999999999999,5.249999999999999,6.5,9.099999999999998,9.299999999999997,9.299999999999997,9.299999999999997,16.099999999999998,5.416666666666666,5.499999999999999,3.833333333333333,9.499999999999996,9.499999999999996,9.499999999999996,9.499999999999996,2.8750000000000018,8.27777777777778,20.583333333333336,14.75,3.5,3.0,7.583333333333334,19.409090909090903,3.833333333333333,3.1250000000000018,5.125000000000001,21.136363636363633,19.499999999999993,8.916666666666668,7.583333333333334,5.166666666666666
16.363636363636363,3.5,0.0,0.0,0.5,0.5,8.875,5.416666666666666,2.0000000000000013,3.4999999999999996,5.666666666666665,7.999999999999999,7.999999999999999,8.5,7.749999999999999,7.749999999999999,3.999999999999999,9.799999999999997,10.399999999999993,10.399999999999993,10.399999999999993,19.6,8.25,7.999999999999999,0.3333333333333333,10.599999999999994,10.599999999999994,10.599999999999994,10.599999999999994,4.625,7.777777777777779,24.083333333333336,18.249999999999993,0.0,0.5,8.083333333333332,22.909090909090907,0.3333333333333333,4.375,2.3750000000000013,24.636363636363637,22.999999999999996,8.916666666666668,8.083333333333332,7.999999999999999
16.363636363636363,3.5,0.0,0.0,0.5,0.5,8.875,5.416666666666666,2.0000000000000013,3.4999999999999996,5.666666666666665,7.999999999999999,7.999999999999999,8.5,7.749999999999999,7.749999999999999,3.999999999999999,9.799999999999997,10.399999999999993,10.399999999999993,10.399999999999993,19.6,8.25,7.999999999999999,0.3333333333333333,10.599999999999994,10.599999999999994,10.599999999999994,10.599999999999994,4.625,7.777777777777779,24.083333333333336,18.249999999999993,0.0,0.5,8.083333333333332,22.909090909090907,0.3333333333333333,4.375,2.3750000000000013,24.636363636363637,22.999999999999996,8.916666666666668,8.083333333333332,7.999999999999999
15.863636363636362,3.0,0.5,0.5,0.0,0.0,8.375,5.166666666666666,1.7500000000000018,3.4999999999999996,5.166666666666666,7.499999999999999,7.499999999999999,8.0,7.249999999999999,7.249999999999999,3.4999999999999996,9.699999999999996,9.899999999999997,9.899999999999997,9.899999999999997,19.1,7.749999999999999,7.499999999999999,0.8333333333333333,10.099999999999996,10.099999999999996,10.099999999999996,10.099999999999996,4.375,7.277777777777779,23.583333333333332,17.75,0.5,0.0,7.583333333333334,22.409090909090907,0.8333333333333333,4.125,2.1250000000000018,24.13636363636364,22.499999999999996,8.916666666666668,7.583333333333334,7.499999999999999
15.863636363636362,3.0,0.5,0.5,0.0,0.0,8.375,5.166666666666666,1.7500000000000018,3.4999999999999996,5.166666666666666,7.499999999999999,7.499999999999999,8.0,7.249999999999999,7.249999999999999,3.4999999999999996,9.699999999999996,9.899999999999997,9.899999999999997,9.899999999999997,19.1,7.749999999999999,7.499999999999999,0.8333333333333333,10.099999999999996,10.099999999999996,10.099999999999996,10.099999999999996,4.375,7.277777777777779,23.583333333333332,17.75,0.5,0.0,7.583333333333334,22.409090909090907,0.8333333333333333,4.125,2.1250000000000018,24.13636363636364,22.499999999999996,8.916666666666668,7.583333333333334,7.499999999999999
7.488636363636363,5.624999999999999,8.875,8.875,8.375,8.375,0.0,3.625,10.125,5.875,3.208333333333333,1.125,1.125,1.125,1.125,1.125,4.875,6.775,6.4750000000000005,6.4750000000000005,6.4750000000000005,11.025000000000002,1.375,1.375,9.208333333333332,6.675,6.675,6.675,6.675,8.25,5.986111111111111,15.208333333333336,11.875000000000004,8.875,8.375,4.958333333333334,14.034090909090907,9.208333333333332,8.5,10.5,15.761363636363635,14.124999999999996,6.791666666666666,4.958333333333334,1.125
11.113636363636363,4.416666666666667,5.416666666666666,5.416666666666666,5.166666666666666,5.166666666666666,3.625,0.0,6.5,2.25,1.6666666666666665,2.75,2.75,3.25,2.5,2.5,2.5,5.449999999999999,5.899999999999999,5.899999999999999,5.899999999999999,14.350000000000001,3.0,2.75,5.749999999999999,6.099999999999999,6.099999999999999,6.099999999999999,6.099999999999999,5.375,4.6111111111111125,18.83333333333334,13.000000000000004,5.416666666666666,5.166666666666666,4.083333333333335,17.659090909090907,5.749999999999999,5.125,6.875,19.386363636363633,17.749999999999996,5.166666666666667,4.083333333333335,2.75
17.61363636363636,4.750000000000001,2.0000000000000013,2.0000000000000013,1.7500000000000018,1.7500000000000018,10.125,6.5,0.0,4.75,6.916666666666668,9.25,9.25,9.75,9.0,9.0,5.25,11.200000000000001,11.650000000000002,11.650000000000002,11.650000000000002,20.849999999999998,9.5,9.25,2.333333333333335,11.850000000000001,11.850000000000001,11.850000000000001,11.850000000000001,2.625,9.02777777777778,25.33333333333334,19.5,2.0000000000000013,1.7500000000000018,9.333333333333334,24.15909090909091,2.333333333333335,2.375,0.375,25.886363636363633,24.25,10.416666666666664,9.333333333333334,9.25
13.363636363636363,6.5,3.4999999999999996,3.4999999999999996,3.4999999999999996,3.4999999999999996,5.875,2.25,4.75,0.0,2.6666666666666665,5.0,5.0,5.5,4.75,4.75,1.000000000000001,6.799999999999999,7.399999999999999,7.399999999999999,7.399999999999999,16.599999999999994,5.25,5.0,3.833333333333333,7.599999999999998,7.599999999999998,7.599999999999998,7.599999999999998,7.374999999999999,4.777777777777779,21.08333333333334,15.250000000000004,3.4999999999999996,3.4999999999999996,5.083333333333336,19.90909090909091,3.833333333333333,7.124999999999999,5.125,21.63636363636364,20.0,5.916666666666668,5.083333333333336,5.0
10.696969696969695,5.166666666666666,5.666666666666665,5.666666666666665,5.166666666666666,5.166666666666666,3.208333333333333,1.6666666666666665,6.916666666666668,2.6666666666666665,0.0,3.0,3.0,3.1666666666666665,2.9166666666666665,2.9166666666666665,1.6666666666666667,5.033333333333331,4.7333333333333325,4.7333333333333325,4.7333333333333325,13.93333333333333,3.25,3.1666666666666665,5.999999999999998,4.933333333333332,4.933333333333332,4.933333333333332,4.933333333333332,6.541666666666666,3.222222222222223,18.416666666666664,12.583333333333336,5.666666666666665,5.166666666666666,2.416666666666668,17.242424242424242,5.999999999999998,6.625,7.291666666666667,18.96969696969697,17.33333333333333,4.250000000000001,2.416666666666668,3.0
8.409090909090908,5.166666666666666,7.999999999999999,7.999999999999999,7.499999999999999,7.499999999999999,1.125,2.75,9.25,5.0,3.0,0.0,0.0,0.5,0.25,0.25,4.0,7.5,7.2,7.2,7.2,11.600000000000001,0.25,0.5,8.333333333333332,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.875,6.0,16.083333333333336,12.916666666666668,7.999999999999999,7.499999999999999,5.416666666666667,14.909090909090907,8.333333333333332,7.625,9.625,16.636363636363633,14.999999999999996,7.25,5.416666666666667,0.0
8.409090909090908,5.166666666666666,7.999999999999999,7.999999999999999,7.499999999999999,7.499999999999999,1.125,2.75,9.25,5.0,3.0,0.0,0.0,0.5,0.25,0.25,4.0,7.5,7.2,7.2,7.2,11.600000000000001,0.25,0.5,8.333333333333332,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.875,6.0,16.083333333333336,12.916666666666668,7.999999999999999,7.499999999999999,5.416666666666667,14.909090909090907,8.333333333333332,7.625,9.625,16.636363636363633,14.999999999999996,7.25,5.416666666666667,0.0
7.999999999999999,4.999999999999999,8.5,8.5,8.0,8.0,1.125,3.25,9.75,5.5,3.1666666666666665,0.5,0.5,0.0,0.75,0.75,4.5,7.6,7.3,7.3,7.3,11.100000000000001,0.75,1.0,8.833333333333332,7.499999999999999,7.499999999999999,7.499999999999999,7.499999999999999,7.875,6.277777777777779,15.583333333333334,12.750000000000002,8.5,8.0,5.583333333333334,14.409090909090907,8.833333333333332,8.125,10.125,16.136363636363633,14.499999999999996,7.416666666666667,5.583333333333334,0.5
8.613636363636363,5.249999999999999,7.749999999999999,7.749999999999999,7.249999999999999,7.249999999999999,1.125,2.5,9.0,4.75,2.9166666666666665,0.25,0.25,0.75,0.0,0.0,3.75,7.449999999999999,7.15,7.15,7.15,11.850000000000001,0.5,0.25,8.083333333333332,7.35,7.35,7.35,7.35,7.875,5.8611111111111125,16.333333333333336,13.000000000000004,7.749999999999999,7.249999999999999,5.333333333333334,15.159090909090907,8.083333333333332,7.625,9.375,16.886363636363633,15.249999999999996,7.166666666666667,5.333333333333334,0.25
8.613636363636363,5.249999999999999,7.749999999999999,7.749999999999999,7.249999999999999,7.249999999999999,1.125,2.5,9.0,4.75,2.9166666666666665,0.25,0.25,0.75,0.0,0.0,3.75,7.449999999999999,7.15,7.15,7.15,11.850000000000001,0.5,0.25,8.083333333333332,7.35,7.35,7.35,7.35,7.875,5.8611111111111125,16.333333333333336,13.000000000000004,7.749999999999999,7.249999999999999,5.333333333333334,15.159090909090907,8.083333333333332,7.625,9.375,16.886363636363633,15.249999999999996,7.166666666666667,5.333333333333334,0.25
12.363636363636363,6.5,3.999999999999999,3.999999999999999,3.4999999999999996,3.4999999999999996,4.875,2.5,5.25,1.000000000000001,1.6666666666666667,4.0,4.0,4.5,3.75,3.75,0.0,6.699999999999998,6.399999999999998,6.399999999999998,6.399999999999998,15.600000000000001,4.25,4.0,4.333333333333332,6.599999999999998,6.599999999999998,6.599999999999998,6.599999999999998,7.875,3.7777777777777795,20.08333333333334,14.250000000000004,3.999999999999999,3.4999999999999996,4.083333333333336,18.909090909090907,4.333333333333332,7.625,5.625,20.636363636363633,18.999999999999996,5.916666666666668,4.083333333333336,4.0
